Year,Region,Average Median Sale Price,Average Median Sale to List Ratio
2023,"Durham, NC",386319.5918367347,0.9974688442857143
2023,"El Paso, TX",230418.11224489796,0.9998706346938775
2023,"Eugene, OR",434682.7755102041,
2023,"Fayetteville, AR",330041.0306122449,
2023,"Fayetteville, NC",219626.98979591837,1.000613493877551
2023,"Flint, MI",172005.85714285713,0.9959776473469388
2023,"Fort Collins, CO",549288.2653061225,
2023,"Fresno, CA",375825.70408163266,0.9987825789795919
2023,"Grand Rapids, MI",292168.28571428574,1.0049679999999999
2023,"Greeley, CO",468058.8163265306,
2023,"Greensboro, NC",231106.75510204083,0.9975125065306122
2023,"Greenville, SC",283684.28571428574,0.9906204155102041
2023,"Harrisburg, PA",229923.7857142857,1.0018596918367346
2023,"Hartford, CT",324405.3092783505,1.034882248979592
2023,"Hickory, NC",239015.5,
2023,"Hilton Head Island, SC",500108.3195876289,0.9815014771428571
2023,"Houston, TX",320039.2551020408,0.9865001724489796
2023,"Huntsville, AL",287791.9591836735,
2023,"Indianapolis, IN",257086.0,0.994272586122449
2023,"Jacksonville, FL",334228.7551020408,0.9826045924489796
2023,"Jacksonville, NC",250424.16326530612,0.9992696224489795
2023,"Kansas City, MO",286170.0714285714,1.00226389
2023,"Killeen, TX",253128.11224489796,0.9945593257142857
2023,"Knoxville, TN",317479.612244898,0.9948122067346938
2023,"Lake Havasu City, AZ",310169.89795918367,0.9772155114285714
2023,"Lakeland, FL",303962.67346938775,0.9857792655102041
2023,"Lancaster, PA",301105.9081632653,1.001750493877551
2023,"Lansing, MI",187700.68367346938,1.003059050612245
2023,"Las Vegas, NV",402844.28571428574,0.9894558691836735
2023,"Lexington, KY",280769.8163265306,0.9930120144897959
2023,"Lincoln, NE",265473.193877551,0.9957496238775511
2023,"Little Rock, AR",207644.9693877551,
2023,"Los Angeles, CA",880229.612244898,1.000502076734694
2023,"Louisville, KY",241174.73469387754,0.996240393877551
2023,"Lubbock, TX",221138.98979591837,0.9875623634693877
2023,"Madison, WI",366590.4081632653,
2023,"Memphis, TN",226243.83673469388,0.9936300624489797
2023,"Miami, FL",475540.2346938776,0.9736445353061224
2023,"Milwaukee, WI",278070.8163265306,1.0125731236734694
2023,"Minneapolis, MN",348474.612244898,1.0025290436734695
2023,"Modesto, CA",441340.97959183675,0.998998907755102
2023,"Myrtle Beach, SC",319225.5612244898,0.9759232808163265
2023,"Naples, FL",641005.0306122449,0.9649039336734694
2023,"Nashville, TN",409278.306122449,0.9878192765306123
2023,"New Haven, CT",308747.28571428574,1.014662312244898
2023,"New Orleans, LA",259850.08163265305,0.9759906363265306
2023,"New York, NY",566255.7142857143,0.9997710632653062
2023,"North Port, FL",455428.9183673469,0.9743272210204081
2023,"Ogden, UT",450888.4183673469,0.9969914569387754
2023,"Oklahoma City, OK",221643.91836734695,0.9962407571428571
2023,"Omaha, NE",262182.0408163265,1.00027694
2023,"Orlando, FL",385502.39795918367,0.9853966732653062
2023,"Oxnard, CA",827504.081632653,0.9998267663265306
2023,"Palm Bay, FL",337183.8367346939,0.9806087132653061
2023,"Panama City, FL",351600.0,
2023,"Pensacola, FL",290120.7346938776,0.986644077755102
2023,"Peoria, IL",134886.306122449,0.9879289053061224
2023,"Philadelphia, PA",312557.8775510204,0.9999286067346939
2023,"Phoenix, AZ",434590.3469387755,0.990381917755102
2023,"Pittsburgh, PA",195818.35714285713,0.9904155528571428
2023,"Port St. Lucie, FL",373666.3775510204,0.9762394069387754
2023,"Portland, ME",463636.5714285714,1.0137989204081632
2023,"Portland, OR",532680.1224489796,0.998505943877551
2023,"Poughkeepsie, NY",376938.2244897959,1.00262282125
2023,"Prescott Valley, AZ",492263.21428571426,0.9829638538775509
2023,"Providence, RI",412631.32653061225,1.0089909897959184
2023,"Provo, UT",497576.2244897959,0.9968461804081632
2023,"Punta Gorda, FL",317408.44897959183,0.9715835795918367
2023,"Raleigh, NC",406340.82653061225,0.9956140057142857
2023,"Reading, PA",229280.91836734695,1.0041905897959185
2023,"Reno, NV",527017.6326530612,0.991116633877551
2023,"Richmond, VA",330208.7448979592,1.0044672040816327
2023,"Riverside, CA",524801.8367346938,0.9984363444897958
2023,"Rochester, MN",282130.5,0.97996119
2023,"Rochester, NY",210608.91836734695,1.092043806122449
2023,"Rockford, IL",153784.5,1.0000942569387754
2023,"Sacramento, CA",542941.8367346938,0.9980919053061225
2023,"Salisbury, MD",363081.193877551,0.9891501553061224
2023,"Salt Lake City, UT",511028.387755102,0.9970845806122449
2023,"San Antonio, TX",308772.47959183675,0.9884778879591838
2023,"San Diego, CA",840492.5204081633,1.00051382
2023,"San Francisco, CA",1119236.7551020407,1.0128374389795918
2023,"San Jose, CA",1472140.3469387756,1.014861623265306
2023,"San Luis Obispo, CA",828807.581632653,0.9963746993617022
2023,"Santa Maria, CA",859778.1224489796,0.9979277179591837
2023,"Santa Rosa, CA",791160.7142857143,0.9997099534693877
2023,"Savannah, GA",322767.7448979592,0.998164923265306
2023,"Scranton, PA",179926.38775510204,0.985739142244898
2023,"Seattle, WA",678786.4081632653,0.9987978777551021
2023,"Sebastian, FL",346223.306122449,0.966519385
2023,"Spokane, WA",384124.67346938775,0.997650423877551
2023,"Springfield, IL",149265.39795918367,0.9947280687755102
2023,"Springfield, MA",301125.0918367347,1.013749606122449
2023,"Springfield, MO",243879.306122449,0.9923272936734694
2023,"St. Louis, MO",225803.41836734695,1.0016254685714285
2023,"Stockton, CA",499499.8367346939,0.9979204936734694
2023,"Tallahassee, FL",249496.9387755102,
2023,"Tampa, FL",365177.7653061224,0.9835336726530612
2023,"Toledo, OH",148291.92857142858,0.9966563034693877
2023,"Trenton, NJ",335373.0816326531,1.0184812091836735
2023,"Tucson, AZ",334042.2551020408,0.9955367275510204
2023,"Tulsa, OK",226999.94897959183,0.9950523810204083
2023,United States,333457.2551020408,0.996102405510204
2023,"Urban Honolulu, HI",775297.2040816327,0.9947625675510204
2023,"Virginia Beach, VA",307459.612244898,1.0007719836734694
2023,"Visalia, CA",326083.1836734694,0.9966571977551021
2023,"Washington, DC",510277.4081632653,1.0011447040816328
2023,"Wilmington, NC",397819.94897959183,0.9920400581632653
2023,"Winston, NC",239137.32653061225,0.9971487326530613
2023,"Worcester, MA",400994.20408163266,1.0159099224489796
2023,"York, PA",235526.6530612245,1.000658587755102
2023,"Youngstown, OH",134561.35714285713,
